,Title,URL,Comment Count,Unique Commenters,Upvotes,Engagement Score,Years Opened,Frustration Score
1184,Please make Node.js embeddable (e.g. libnode),https://github.com/nodejs/node/issues/52289,11,7,0,57.11891926207516,0.6817248459958932,13.090862422997947
872,Scripts are sent in a non-existent `executionContextId`,https://github.com/nodejs/node/issues/47438,11,4,0,57.07392425134055,0.6707734428473648,13.085386721423683
28,Embedding: static nodejs variables are not set to default,https://github.com/nodejs/node/issues/21653,10,5,0,60.91625867917167,2.6611909650924024,13.080595482546201
1242,Timeline for V8 fast-calls header exposed for native addons?,https://github.com/nodejs/node/issues/52923,11,6,2,113.59931103174321,0.5968514715947981,13.0484257357974
1151,Remove dependency on Chocolatey,https://github.com/nodejs/node/issues/51905,11,5,6,226.62946954033873,0.5503080082135524,13.025154004106776
1094,OS/architecture compatiblility list for nodejs versions,https://github.com/nodejs/node/issues/51404,11,5,0,56.599929907988404,0.5284052019164955,13.014202600958248
1286,Should node support subcommands?,https://github.com/nodejs/node/issues/53483,11,6,11,367.42318019966183,0.49555099247091033,12.997775496235455
488,Deprecate `Readable.readableFlowing` setter,https://github.com/nodejs/node/issues/39495,11,5,3,141.09050456798974,0.432580424366872,12.966290212183436
1084,Broken `test/v8-updates/test-linux-perf-logger`,https://github.com/nodejs/node/issues/51308,11,4,0,56.422677915701584,0.4106776180698152,12.955338809034908
1321,Start adding .asc signature files for tar files to validate signature,https://github.com/nodejs/node/issues/53917,11,5,0,56.41948593362787,0.3942505133470226,12.94712525667351
42,https.request timeout options doesn't work,https://github.com/nodejs/node/issues/23282,9,9,4,45.581054298862426,4.375085557837098,12.937542778918548
1311,The signature and verification of SM2 return incorrect results in crypto.createSign and crypto.createVerify,https://github.com/nodejs/node/issues/53761,11,3,1,84.6812535547536,0.34223134839151265,12.921115674195756
1285,"Implement ""Real"" Single executable applications, which contains only the modules actually used",https://github.com/nodejs/node/issues/53476,11,5,4,169.5715064167017,0.3066392881587953,12.903319644079398
1319,test_runner: do not read from `process.argv` and `process.cwd()` in run(),https://github.com/nodejs/node/issues/53867,11,5,5,198.72495895490243,0.24093086926762491,12.870465434633813
1174,Building 20.12.0 with old GLIBC: `sys/random.h: No such file or directory`,https://github.com/nodejs/node/issues/52223,11,9,3,142.1842202460616,0.2245037645448323,12.862251882272416
545,Investigate flaky test sequential/test-net-connect-econnrefused,https://github.com/nodejs/node/issues/40461,11,4,1,85.70075694459246,0.188911704312115,12.844455852156058
1315,v22.4.1 C++ addon incurs segmentation faults,https://github.com/nodejs/node/issues/53810,11,6,0,57.57918377031799,0.14510609171800137,12.822553045859001
1487,readFile will not read files larger than 2 GiB even if buffers can be larger,https://github.com/nodejs/node/issues/55864,11,9,0,57.82864177778694,0.12594113620807665,12.812970568104038
562,Pasting long json in REPL is slow,https://github.com/nodejs/node/issues/40626,11,5,0,58.30617593556759,0.09582477754962354,12.797912388774812
1373,V8 build error with 22.7.0,https://github.com/nodejs/node/issues/54576,11,4,0,58.30617593556759,0.09582477754962354,12.797912388774812
1463,More benchmarks for the `node:test` module.,https://github.com/nodejs/node/issues/55723,11,4,4,176.74834697275674,0.06570841889117043,12.782854209445585
1510,"`Writable.write(buf, sourceOffset, sourceLength)`",https://github.com/nodejs/node/issues/56107,11,2,2,118.22212464768675,0.057494866529774126,12.778747433264886
1518,Incompatibility with Node.js v22.12.0: ReferenceError: require is not defined (But Works with v22.11.0),https://github.com/nodejs/node/issues/56155,11,4,5,209.55742452632435,0.030116358658453114,12.765058179329227
1441,Coverage workflows fail on v22.x/v22.x-staging,https://github.com/nodejs/node/issues/55510,11,4,0,60.23733622841708,0.019164955509924708,12.759582477754963
58,Workers affected by V8 aborting on virtual allocation failure,https://github.com/nodejs/node/issues/25933,11,6,0,60.33455428198006,0.01642710472279261,12.758213552361397
505,`node:` protocol does not URL decode,https://github.com/nodejs/node/issues/39710,11,6,0,60.75171711076987,0.0054757015742642025,12.752737850787133
842,ReadableStreamDefaultReader.read accesses Object.prototype.then,https://github.com/nodejs/node/issues/46786,11,3,0,60.75171711076987,0.0054757015742642025,12.752737850787133
998,Import modules with `%` in the filename requires to be URL-encoded,https://github.com/nodejs/node/issues/49934,11,3,0,60.863704589640285,0.0027378507871321013,12.751368925393566
494,`pause` is not emitted when `data` listener is removed,https://github.com/nodejs/node/issues/39632,11,4,0,60.97905088987001,0.0,12.75
286,Reloading page bypasses TLS client authentication,https://github.com/nodejs/node/issues/35317,10,6,0,55.56883492640188,1.7987679671457906,12.649383983572895
834,Node.js built-in module support in the vm context,https://github.com/nodejs/node/issues/46558,10,6,0,54.86446085716307,1.6837782340862424,12.591889117043122
310,stream: regression since v12.16.3 with TLS sockets backed by non-net.Socket streams,https://github.com/nodejs/node/issues/35904,10,4,0,54.79769537942557,1.672826830937714,12.586413415468858
463,Node process freezes when text is selected in command line,https://github.com/nodejs/node/issues/39027,9,5,0,14.089873801203098,3.4962354551676933,12.498117727583846
358,Possible node interfering with console color?,https://github.com/nodejs/node/issues/37132,10,4,0,53.62518658918537,1.4784394250513346,12.489219712525667
912,Support for zstd,https://github.com/nodejs/node/issues/48412,10,8,62,1703.543540103554,1.4127310061601643,12.456365503080082
893,Race condition on array length checks,https://github.com/nodejs/node/issues/47928,10,8,0,52.80311893137893,1.3388090349075976,12.419404517453799
76,Crash in wrap_js_stream.js during doClose,https://github.com/nodejs/node/issues/27258,10,6,3,131.8093327728782,1.325119780971937,12.41255989048597
110,`socket.setTimeout` destroys connection automatically,https://github.com/nodejs/node/issues/29248,8,5,1,20.341903284506824,5.193702943189596,12.346851471594798
780,Request for large-runners on Github CI,https://github.com/nodejs/node/issues/45345,10,6,0,51.89929042952713,1.1800136892539357,12.340006844626968
1016,Proposal: generic key derivation function for crypto,https://github.com/nodejs/node/issues/50391,10,6,1,76.63004902182769,1.0294318959616702,12.264715947980836
89,The 'OCSPRequest' callback does not send the OCSP response with TLS 1.3,https://github.com/nodejs/node/issues/28288,10,3,0,51.02979530506804,1.0184804928131417,12.25924024640657
1097,Racing immediately-resolving Promises leads to memory leak,https://github.com/nodejs/node/issues/51452,10,4,0,50.64165172260529,0.9418206707734429,12.220910335386721
9,vcbuild does not always generate field <TargetMachine> in project files.,https://github.com/nodejs/node/issues/13569,7,5,3,31.014817009332575,6.863791923340178,12.181895961670088
1153,Allow for slim node builds,https://github.com/nodejs/node/issues/51928,10,6,2,99.91103671008354,0.7939767282683093,12.146988364134154
1163,Allow multiple readers to iterate over a stream at the same time,https://github.com/nodejs/node/issues/52086,10,7,2,99.88752514849496,0.7912388774811773,12.145619438740589
1043,Subdomains on localhost return ENOTFOUND on some OS.,https://github.com/nodejs/node/issues/50871,10,5,5,174.72129661712142,0.785763175906913,12.142881587953456
113,Flaky test: parallel/test-tls-ticket-cluster,https://github.com/nodejs/node/issues/29341,10,7,1,74.1349622479751,0.6570841889117043,12.078542094455852
1251,dot test-reporter includes more info,https://github.com/nodejs/node/issues/53031,10,5,0,49.21738165973119,0.5913757700205339,12.045687885010267
21,net: Don't unlink unix socket on server.close(),https://github.com/nodejs/node/issues/19729,7,6,0,12.185840003043051,6.573579739904175,12.036789869952088
1007,`v8-updates/test-linux-perf` no longer works with recent V8 versions,https://github.com/nodejs/node/issues/50079,10,5,0,49.1577405611849,0.5694729637234771,12.034736481861739
237,readable[Symbol.asyncIterator]().next() on stream causes immediate exit (no error),https://github.com/nodejs/node/issues/34219,10,4,0,48.96610824188547,0.47638603696098564,11.988193018480493
540,pipeline does not run callback when finished,https://github.com/nodejs/node/issues/40279,10,3,0,48.91606335455812,0.42984257357973993,11.96492128678987
1201,Does node 20.x fully supports cgroups v2 ?  facing memory celling problem Kubernetes cluster,https://github.com/nodejs/node/issues/52478,10,5,0,48.91606335455812,0.42984257357973993,11.96492128678987
1221,node22 performance degradation,https://github.com/nodejs/node/issues/52700,10,6,0,48.911040830388345,0.4216290212183436,11.960814510609172
907,test-child-process-pipe-dataflow failing on Windows,https://github.com/nodejs/node/issues/48300,10,6,1,73.65486561430485,0.2683093771389459,11.884154688569472
223,Inconsistent http stream behavior,https://github.com/nodejs/node/issues/33672,10,4,3,122.88794822730928,0.2546201232032854,11.877310061601642
1414,Request signal isn't aborted after garbage collection,https://github.com/nodejs/node/issues/55428,10,5,0,49.254425747560425,0.2327173169062286,11.866358658453114
716,Tracking issue: support of builtins and V8 issues in run-time user-land snapshots,https://github.com/nodejs/node/issues/44014,9,4,3,30.847461225624283,2.1601642710472277,11.830082135523615
1422,Stack traces broken for static methods with --enable-source-maps,https://github.com/nodejs/node/issues/55236,10,3,0,50.05978723179126,0.13141683778234087,11.81570841889117
1413,UV_USE_IO_URING does not update file handle position,https://github.com/nodejs/node/issues/55113,10,4,0,50.158609784294235,0.12320328542094455,11.811601642710473
971,"Discussion: In an ESM-first mode, how should extensionless entry points be handled?",https://github.com/nodejs/node/issues/49431,10,5,0,51.61324142784448,0.04106776180698152,11.770533880903491
1505,fs.rmSync('速') crash without throw,https://github.com/nodejs/node/issues/56049,10,7,0,51.68161384215496,0.038329911019849415,11.769164955509925
951,Multiple require and clear-module module files lead to memory explosion,https://github.com/nodejs/node/issues/49003,10,4,0,51.97317859087578,0.02737850787132101,11.763689253935661
1512,Regression after updating to 22.12.0 (getting ERR_REQUIRE_CYCLE_MODULE),https://github.com/nodejs/node/issues/56127,10,6,3,130.53192402182694,0.019164955509924708,11.759582477754963
486,Recent performance regressions,https://github.com/nodejs/node/issues/39413,10,3,1,78.57548193872562,0.013689253935660506,11.75684462696783
1090,Revisiting `globalThis` as an `EventTarget`,https://github.com/nodejs/node/issues/51372,10,6,16,471.45289163235367,0.013689253935660506,11.75684462696783
865,node 19.8.1 memory leak,https://github.com/nodejs/node/issues/47279,10,5,1,78.98794022393236,0.0054757015742642025,11.752737850787133
636,Readable.from() behaves in an unexpected way,https://github.com/nodejs/node/issues/42187,10,3,0,52.7556957901066,0.0027378507871321013,11.751368925393566
528,WritableStream leaks a descriptor if it is not ended,https://github.com/nodejs/node/issues/40053,10,5,0,52.85567613744927,0.0,11.75
1488,[v18.20.5 / next v20.x LTS version] NodeJS should provide some kind of warning when using import assertions as they are non-standard,https://github.com/nodejs/node/issues/55869,10,4,0,52.85567613744927,0.0,11.75
781,doc: note readable/writeable .toWeb()/.fromWeb() exist in webstreams docs,https://github.com/nodejs/node/issues/45381,9,6,0,12.01274011905947,1.9137577002053388,11.706878850102669
789,Investigate flaky test-fs-stat-bigint on macos M1,https://github.com/nodejs/node/issues/45612,9,6,0,11.980238125202387,1.88911704312115,11.694558521560575
3,Poll phase documentation,https://github.com/nodejs/node/issues/9720,8,8,18,122.04512439729912,3.868583162217659,11.68429158110883
360,Uninstallation instructions,https://github.com/nodejs/node/issues/37161,9,6,4,35.48717707402808,1.7741273100616017,11.6370636550308
276,Node not saving coverage when process is terminated using SIGINT/SIGTERM,https://github.com/nodejs/node/issues/35212,9,6,2,23.42917873361416,1.6865160848733745,11.593258042436688
46,Non-unique V8 scriptUrl when using dynamic import in CJS,https://github.com/nodejs/node/issues/23783,9,5,0,11.70746040104469,1.68104038329911,11.590520191649555
126,--use-strict flag doesn't apply strict mode to script,https://github.com/nodejs/node/issues/30039,8,8,3,29.688900371854075,3.5592060232717317,11.529603011635865
68,http2: cannot negotiate ALPN besides http/1.1,https://github.com/nodejs/node/issues/26835,9,4,0,11.359923327222264,1.4099931553730323,11.454996577686517
848,Potentially wrong docs in readable.pipe(destination) about not cleaning up writable,https://github.com/nodejs/node/issues/46908,9,4,0,11.359923327222264,1.4099931553730323,11.454996577686517
890,fs: Change the default value of `mode` argument of `fs.copyFile()` to `fs.constants.COPYFILE_FICLONE`,https://github.com/nodejs/node/issues/47861,9,7,2,22.692331779968118,1.3990417522245038,11.449520876112253
798,discuss: remove domain module,https://github.com/nodejs/node/issues/45824,9,7,6,45.20660869957177,1.3634496919917864,11.431724845995893
83,stream: `end` cannot throw ERR_STREAM_DESTROYED after `destroy`,https://github.com/nodejs/node/issues/27787,9,6,0,10.98524862897148,1.1006160164271048,11.300308008213552
710,Use recommended storage locations for app and user data,https://github.com/nodejs/node/issues/43859,9,7,1,16.32515839782394,1.0102669404517455,11.255133470225873
1019,"node v18 experiences ECONNRESET, node v20 doesn't?",https://github.com/nodejs/node/issues/50403,9,6,0,10.856509601229197,0.9856262833675564,11.242813141683778
279,Empty path matching in patterns,https://github.com/nodejs/node/issues/49447,8,3,0,11.216690054738365,2.951403148528405,11.225701574264203
342,--inspect crash in Node >=14.0.0 when accessing global variable in devtools,https://github.com/nodejs/node/issues/36845,9,6,2,21.462409476122296,0.865160848733744,11.182580424366872
254,stream: pipeline deadlock if stream unexpectedly `end()`:ed,https://github.com/nodejs/node/issues/34681,8,4,0,10.972662696039379,2.729637234770705,11.114818617385353
149,`in` operator not working correctly when using Proxy as VM context,https://github.com/nodejs/node/issues/30985,7,3,0,10.585223463971694,4.569472963723477,11.034736481861739
80,Inspector segmentation fault,https://github.com/nodejs/node/issues/27637,7,6,2,21.170446927943388,4.569472963723477,11.034736481861739
1033,node process killed by os during heap snapshot due to OOM,https://github.com/nodejs/node/issues/50711,9,3,0,10.486939915417071,0.5585215605749486,11.029260780287474
1245,`assert.ok()` becomes slow when using the Hooks API,https://github.com/nodejs/node/issues/52962,9,6,4,31.387950220867165,0.5065023956194388,11.00325119780972
1125,`new Intl.Segmenter().segment()` causes SEGFAULT with `--with-intl=small-icu` and no runtime ICU data,https://github.com/nodejs/node/issues/51752,9,4,0,10.458464830272815,0.49555099247091033,10.997775496235455
410,async_hook gives older context.,https://github.com/nodejs/node/issues/38017,8,4,0,10.699838361520523,2.4832306639288158,10.991615331964407
206,zlib change broke x86 builds,https://github.com/nodejs/node/issues/33019,8,7,2,21.38144227533764,2.4750171115674195,10.987508555783709
534,Node 16.4 or higher on M1 Mac OOMs in Qemu/Docker,https://github.com/nodejs/node/issues/40195,9,7,5,36.58603331495764,0.31759069130732376,10.908795345653662
1372,subset of small-order Ed25519 vectors is failing in WPTs,https://github.com/nodejs/node/issues/54572,9,4,0,10.48336365599716,0.2655715263518138,10.882785763175907
497,compile node with --dest-cpu=x86 on Linux x86_64 got error `recipe for target mksnapshot、node_g failed`,https://github.com/nodejs/node/issues/39646,9,3,0,10.499783331816543,0.2464065708418891,10.873203285420944
369,Add on/off to EventSignal?,https://github.com/nodejs/node/issues/37399,9,4,0,10.513541488900449,0.2327173169062286,10.866358658453114
1341,Flaky `test-stream-readable-unpipe-resume`,https://github.com/nodejs/node/issues/54133,9,3,0,10.535945154619007,0.2135523613963039,10.856776180698152
1433,node:sqlite: support database.backup,https://github.com/nodejs/node/issues/55413,9,4,0,10.543073016799603,0.2080766598220397,10.85403832991102
849,vm.createContext creates more than described.,https://github.com/nodejs/node/issues/46976,9,4,0,10.588757045411418,0.17796030116358658,10.838980150581794
1254,Performance Enhancement in EventEmitter’s emit Method,https://github.com/nodejs/node/issues/53056,9,4,0,10.603311746500117,0.1697467488021903,10.834873374401095
1508,Proposal: Add a method to check if a string is a OneByteString,https://github.com/nodejs/node/issues/56090,9,3,0,10.835537308664792,0.08213552361396304,10.791067761806982
799,AsyncLocalStorage: inconsistent propagation of nested async context when resolving outer promise,https://github.com/nodejs/node/issues/45848,9,3,0,10.866930871570785,0.07392197125256673,10.786960985626283
1208,Not possible to know when fs.watch has started on macOS,https://github.com/nodejs/node/issues/52601,9,4,0,10.889090547315368,0.06844626967830253,10.78422313483915
1454,ASAN build does not work,https://github.com/nodejs/node/issues/55583,9,4,0,10.900561039292654,0.06570841889117043,10.782854209445585
702,Move stream development out from core,https://github.com/nodejs/node/issues/43520,9,5,3,27.310805771516993,0.06023271731690623,10.780116358658454
815,async_hooks Use Case,https://github.com/nodejs/node/issues/46232,9,5,0,11.031633870378448,0.038329911019849415,10.769164955509925
659,Documentation Parameter's Syntax,https://github.com/nodejs/node/issues/42594,9,6,0,11.031633870378448,0.038329911019849415,10.769164955509925
184,re-enable crypto dh keygen testing on Arm,https://github.com/nodejs/node/issues/32233,9,5,0,11.093869457046088,0.02737850787132101,10.763689253935661
1176,node-addon-api addons broken by default on Node.js 20.12+,https://github.com/nodejs/node/issues/52229,9,4,3,27.776161708344397,0.024640657084188913,10.762320328542094
93,SIGTERM handler does not run if there are no tasks running and exit code is always 0,https://github.com/nodejs/node/issues/28502,9,4,2,22.220929366675517,0.024640657084188913,10.762320328542094
649,History section of ECMAScript modules documentation is confusing,https://github.com/nodejs/node/issues/42447,9,4,0,11.127506064652973,0.02190280629705681,10.760951403148528
628,Maintaining a project board to manage feature requests,https://github.com/nodejs/node/issues/41988,9,4,5,38.946271226285404,0.02190280629705681,10.760951403148528
656,A CI.md is required,https://github.com/nodejs/node/issues/42533,9,3,0,11.162998177809468,0.01642710472279261,10.758213552361397
1164,Missing content-security-policy header in response using http2 client,https://github.com/nodejs/node/issues/52096,9,4,0,11.18148710273082,0.013689253935660506,10.75684462696783
932,Deprecate AbortSignal on resources that are not actions,https://github.com/nodejs/node/issues/48725,9,8,1,16.830083167487494,0.008213552361396304,10.754106776180699
242,Passing a URL instance with a CONNECT method results in an invalid path,https://github.com/nodejs/node/issues/34347,9,3,0,11.240180945678548,0.0054757015742642025,10.752737850787133
956,Calling stream.end() in callback of stream.write() can leave ClientHttp2Session in an invalid state,https://github.com/nodejs/node/issues/49147,9,4,2,22.480361891357095,0.0054757015742642025,10.752737850787133
461,new vm.Script only evaluates cachedData once,https://github.com/nodejs/node/issues/39009,9,3,0,11.240180945678548,0.0054757015742642025,10.752737850787133
1211,test-error-serdes times out,https://github.com/nodejs/node/issues/52630,9,5,0,11.240180945678548,0.0054757015742642025,10.752737850787133
647,http request is destroyed for no reason,https://github.com/nodejs/node/issues/42422,9,4,4,33.78270204434786,0.0027378507871321013,10.751368925393566
773,"Inconsistent fs.rm behavior with ""force"" option on Windows vs mac/linux",https://github.com/nodejs/node/issues/45253,9,4,0,11.260900681449286,0.0027378507871321013,10.751368925393566
171,Nodejs build system incorrectly prepending zlib include path to small-icu includes.,https://github.com/nodejs/node/issues/31840,9,4,2,22.52180136289857,0.0027378507871321013,10.751368925393566
219,Explicit pipe events for streams,https://github.com/nodejs/node/issues/33567,9,4,0,11.282241860722175,0.0,10.75
864,Button to choose module type is missing,https://github.com/nodejs/node/issues/47268,9,4,0,11.282241860722175,0.0,10.75
1263,`node:test` custom reporters get `test:stdout` and `test:stderr` events before `test:dequeue`,https://github.com/nodejs/node/issues/53103,9,3,0,11.282241860722175,0.0,10.75
29,doc: troubleshooting FAQ?,https://github.com/nodejs/node/issues/21663,6,4,5,32.17505665141605,5.798767967145791,10.649383983572896
376,Support Node.js embedder objects and bindings in the snapshot,https://github.com/nodejs/node/issues/37476,8,5,0,9.592765001562288,1.4784394250513346,10.489219712525667
296,Background node process corrupts terminal state with tcsetattr() on exit,https://github.com/nodejs/node/issues/35536,7,5,3,23.811881657079567,3.3374401095140316,10.418720054757015
397,Wrapping existing net.Socket does not work,https://github.com/nodejs/node/issues/37873,8,3,0,9.333431344722259,1.2292950034223136,10.364647501711158
37,Add testcases for all documented safeguards,https://github.com/nodejs/node/issues/22492,8,6,5,32.54185248689973,1.1937029431895962,10.346851471594798
475,zlib.gyp is not configured for armv7 builds node V14.17.2,https://github.com/nodejs/node/issues/39276,8,5,0,9.259628479222153,1.1553730321697468,10.327686516084874
107,"Non-heap memory leak in node:10.15.3-alpine, node:10.16.0-alpine",https://github.com/nodejs/node/issues/29038,6,6,5,30.717758568902774,5.144421629021219,10.322210814510608
568,HTTP Server Stops Responding to Any/All Requests,https://github.com/nodejs/node/issues/40724,7,5,2,18.694527317956275,3.137577002053388,10.318788501026694
265,"Option to hide ""Debugger attached"" console log on connected debugger",https://github.com/nodejs/node/issues/34799,8,6,13,68.79114693043924,1.0650239561943875,10.282511978097194
1020,Synchronous exceptions in ES modules are always 'caught',https://github.com/nodejs/node/issues/50430,8,7,8,45.604465015489666,1.0102669404517455,10.255133470225873
172,http2 client request doesn't always fire end event,https://github.com/nodejs/node/issues/31890,8,3,0,8.979783466518384,0.8487337440109514,10.174366872005475
353,"https.request, https.get memory leak",https://github.com/nodejs/node/issues/37068,7,3,0,9.055119878359063,2.811772758384668,10.155886379192333
654,ShadowRealm Integration,https://github.com/nodejs/node/issues/42528,8,5,19,93.40456084106343,0.7392197125256673,10.119609856262834
1206,`fs.openAsBlob()` does not work properly for files > 2GB,https://github.com/nodejs/node/issues/52585,8,3,0,8.832885102516665,0.6433949349760438,10.071697467488022
416,Throw within queueMicrotask callbacks should not crash Node,https://github.com/nodejs/node/issues/38145,8,7,1,13.249327653774998,0.6433949349760438,10.071697467488022
648,Changes in V8/ICU behaviour should be detected&tested&documented|overridden,https://github.com/nodejs/node/issues/42440,8,4,0,8.81878846485173,0.6187542778918549,10.059377138945928
1074,test_runner: differentiate describe from it in event:enqueue so we can have a total test count,https://github.com/nodejs/node/issues/51235,8,5,0,8.804272885256829,0.5913757700205339,10.045687885010267
1210,"WASI stdio (stdin, stdout) API not very useful",https://github.com/nodejs/node/issues/52614,8,5,2,17.605783702501704,0.5886379192334018,10.044318959616701
354,Taking snapshot crashes Worker thread when taken during bootstrap,https://github.com/nodejs/node/issues/37069,8,7,0,8.789833739590055,0.5612594113620808,10.03062970568104
811,TypeError: fetch failed v18.13.0,https://github.com/nodejs/node/issues/46167,8,7,2,17.542135008788346,0.5147159479808351,10.007357973990418
441,Entering async IIFE in REPL triggers DCHECK,https://github.com/nodejs/node/issues/38685,7,6,0,8.765145875222792,2.4914442162902124,9.995722108145106
1026,`v8::Isolate::AttachCppHeap` is deprecated,https://github.com/nodejs/node/issues/52718,8,2,0,8.759323729797492,0.47638603696098564,9.988193018480493
1215,Extremely slow assertion error message generation for minified bundles,https://github.com/nodejs/node/issues/52677,8,6,0,8.757951378618623,0.47091033538672145,9.985455167693361
983,"postject sometimes cannot inject the SEA blob on Windows, resulting in flaky test",https://github.com/nodejs/node/issues/49630,8,4,0,8.754328461540487,0.4544832306639288,9.977241615331964
754,sequential/test-tls-psk-client fails on IBM i,https://github.com/nodejs/node/issues/44821,8,3,0,8.751090231742381,0.4353182751540041,9.967659137577002
343,http2 stream.end error,https://github.com/nodejs/node/issues/36860,8,6,0,8.748473218516367,0.4079397672826831,9.953969883641342
203,Node 13 on MacOS cannot dyld to /usr/local/lib,https://github.com/nodejs/node/issues/32740,8,6,0,8.748249393010658,0.3860369609856263,9.943018480492814
1086,Hooks loading `commonjs` files uses `import` condition for `require()`,https://github.com/nodejs/node/issues/51327,8,6,7,39.43938179077178,0.3066392881587953,9.903319644079398
1240,Since v20.13.0 fetch() ing small files without reading their body delays process termination for 8 seconds,https://github.com/nodejs/node/issues/52909,8,2,0,8.775832602035003,0.28199863107460643,9.890999315537304
881,`require.resolve()` and `import.meta.resolve()` doesn't work with self-referenced packages,https://github.com/nodejs/node/issues/47681,8,5,0,8.780499274072646,0.2737850787132101,9.886892539356605
612,FSWatch  / readdirSync Crash with more of 20K OR 2k Files Oneshot,https://github.com/nodejs/node/issues/41602,8,4,0,8.799369475457137,0.2464065708418891,9.873203285420944
1379,Node 22.1+ crashes process when a lot of VM processes are created/destroyed in parallel workers,https://github.com/nodejs/node/issues/54735,8,4,0,8.818553486814322,0.2245037645448323,9.862251882272416
805,readline.line automatically escapes input,https://github.com/nodejs/node/issues/45950,8,4,0,8.858891041360081,0.188911704312115,9.844455852156058
646,OpenSSL update instructions - feedback wanted,https://github.com/nodejs/node/issues/42395,8,4,4,26.69749486498719,0.16153319644079397,9.830766598220396
1456,"FTBFS, version 22.11, gcc 11.2",https://github.com/nodejs/node/issues/55596,8,5,0,8.917930103361495,0.15058179329226556,9.825290896646132
1457,Environment variable and CLI argument handling in user-land startup snapshots,https://github.com/nodejs/node/issues/55603,8,2,0,8.949325447306034,0.13415468856947296,9.817077344284737
1247,`test-buffer-tostring-rangeerror` is flaky (timeout),https://github.com/nodejs/node/issues/52964,8,4,0,8.972644890765439,0.12320328542094455,9.811601642710473
232,Benchmark CI run error: benchmark/_test-double-benchmarker,https://github.com/nodejs/node/issues/34061,8,2,0,8.978798142391188,0.12046543463381246,9.810232717316905
285,TCP socket emits `error` after `close`,https://github.com/nodejs/node/issues/35313,8,3,0,9.10705838219039,0.07392197125256673,9.786960985626283
26,"Inconsistent behavior of path.basename(path, ext)",https://github.com/nodejs/node/issues/21358,7,3,0,8.344248821524475,2.028747433264887,9.764373716632443
1117,Trying to load two modules with the same URL throws an empty object,https://github.com/nodejs/node/issues/51694,8,3,0,9.35517832284699,0.01642710472279261,9.758213552361397
1522,Minimum waiting time for PRs with recently pushed commits,https://github.com/nodejs/node/issues/56170,8,6,0,9.370673012255864,0.013689253935660506,9.75684462696783
389,Performance issue when sending large responses for concurrent requests,https://github.com/nodejs/node/issues/37680,8,3,0,9.419861532981477,0.0054757015742642025,9.752737850787133
194,"Retry on failed ICU data load, ignoring NODE_ICU_DATA or --icu-data-dir",https://github.com/nodejs/node/issues/32466,8,4,0,9.437225758958228,0.0027378507871321013,9.751368925393566
190,gcc warning in inspector protocol implementation,https://github.com/nodejs/node/issues/32357,8,4,0,9.437225758958228,0.0027378507871321013,9.751368925393566
449,How about support other representations for `net.isIPv4()`?,https://github.com/nodejs/node/issues/38860,8,6,0,9.455110787204008,0.0,9.75
404,WebAssembly Debugging DWARF support ?,https://github.com/nodejs/node/issues/37984,8,3,1,14.182666180806011,0.0,9.75
314,Stream emitting same error twice under certain circomstances,https://github.com/nodejs/node/issues/36053,8,3,0,9.455110787204008,0.0,9.75
535,Empty args array in WASI is problematic,https://github.com/nodejs/node/issues/40196,8,4,0,9.455110787204008,0.0,9.75
47,"discussion: put subsystem, team and label metadata in file(s) in this repo",https://github.com/nodejs/node/issues/24117,7,4,0,8.314418691031065,1.995893223819302,9.74794661190965
363,Fails to apply daylight savings adjustments to timezone when TZ env variable set to :/etc/localtime,https://github.com/nodejs/node/issues/37271,7,3,1,12.37110203593335,1.9219712525667352,9.710985626283367
241,http2 crash on h2spec check,https://github.com/nodejs/node/issues/34311,7,4,0,8.15833789164132,1.8234086242299794,9.66170431211499
44,remote debugger unable to convert path correctly in different operating system,https://github.com/nodejs/node/issues/23688,7,5,0,8.040345239228552,1.6919917864476386,9.595995893223819
78,--cpu-prof not generate profile file when killed by SIGINT,https://github.com/nodejs/node/issues/27406,7,4,0,8.028118835884165,1.678302532511978,9.589151266255989
860,WASI preview 1: `fd_readdir` ignores `cookie` argument,https://github.com/nodejs/node/issues/47193,7,3,0,7.969640315043236,1.6125941136208077,9.556297056810404
251,`error` event not emitted when destroying an HTTP request without a socket,https://github.com/nodejs/node/issues/34651,6,5,6,30.724022437111724,3.512662559890486,9.506331279945243
191,rewrite bind function in prototype with console inside causes Maximum call stack size exceeded,https://github.com/nodejs/node/issues/32361,6,5,0,7.679097878012704,3.509924709103354,9.504962354551678
705,`SourceTextModule`: Using dynamic imports while passing `cachedData` throws `TypeError: Invalid host defined options`,https://github.com/nodejs/node/issues/43663,7,5,0,7.714932741247553,1.319644079397673,9.409822039698836
273,http.request socketPath doesn't work on Windows,https://github.com/nodejs/node/issues/35008,6,4,4,22.177254614300445,3.1019849418206706,9.300992470910336
38,connection reset when using https server/client combi without keepalive,https://github.com/nodejs/node/issues/23128,5,5,0,6.6536131991805325,5.0978781656399725,9.298939082819986
84,[Documentation Suggestion] How To Contribute To Unit Tests,https://github.com/nodejs/node/issues/27820,7,2,0,7.530854181250368,1.0951403148528405,9.29757015742642
87,Clear sockets perform worse than TLS socket in some cases,https://github.com/nodejs/node/issues/27970,7,5,0,7.517962367885808,1.0787132101300478,9.289356605065024
